2019-tri-charzykowy-1-8.csv	475	22.5	5.275	2019 Triathlon Charzykowy :: 1/8 IM
2019-tri-charzykowy-1-4.csv	950	45	10.55	2019 Triathlon Charzykowy :: 1/4 IM
2019-tri-charzykowy-1-2.csv	1900	90	21.095	2019 Triathlon Charzykowy :: 1/2 IM
